Station Name,Year,Month,Day,Mean Temp (C),Total Precip (mm),Avg Rel Hum (%),Avg Wind Spd (km/h),Mean UV,Cases,Cumulative Cases
TORONTO CITY CENTRE,2021,1,10,0,0,78.63,11.17,1.5,947,78819
TORONTO CITY CENTRE,2021,1,11,-1,0,76.67,17.71,1,948,79767
TORONTO CITY CENTRE,2021,1,12,-0.6,0,81.46,20.5,1,774,80541
TORONTO CITY CENTRE,2021,1,13,1.4,0,85.88,20.17,1,684,81225
TORONTO CITY CENTRE,2021,1,14,2.7,0,85.63,7.29,1,831,82056
TORONTO CITY CENTRE,2021,1,15,4,2.3,85.25,25.33,1,734,82790
TORONTO CITY CENTRE,2021,1,16,2.6,0,78.21,20.08,1,684,83474
TORONTO CITY CENTRE,2021,1,17,2.6,0,73.67,20.04,1,461,83935
TORONTO CITY CENTRE,2021,1,18,-1,0,77.67,9.13,1,718,84653
TORONTO CITY CENTRE,2021,1,19,-0.1,0,70.92,25.79,1,607,85260
TORONTO CITY CENTRE,2021,1,20,-3.6,0,63.96,19.71,1,678,85938
TORONTO CITY CENTRE,2021,1,21,1.6,0,71.75,33,1,802,86740
